,Nuclear,geothermal,hydroelectric_pumped_storage,natural_gas_fired_combined_cycle,onshore_wind_turbine,solar_photovoltaic,actual_solar,actual_wind,charge,discharge,soc,demand,net_supply,curtail,Hour
243,100.0,2090.65,396.77084499000057,0.0,75.57915501000001,0.0,0.0,75.57915501000001,0.0,396.77084499000057,5707.081940403808,2663,2663.0,0.0,244
244,100.0,2094.5999999999995,82.18072896720037,0.0,307.2192710328,0.0,0.0,307.2192710328,0.0,82.18072896720037,5609.247739252379,2584,2584.0,0.0,245
245,100.0,2107.650000000001,-271.8872790888013,0.0,387.2372790888,0.0,-135.94363954440064,251.29363954439933,271.8872790888013,0.0,5837.633053686972,2323,2323.0,0.0,246
246,100.0,2124.1000000000013,-556.7139630000013,0.0,326.613963,0.0,-278.35698150000064,48.25698149999937,556.7139630000013,0.0,6305.272782606973,1994,1994.0,0.0,247
247,100.0,2136.7000000000016,-911.3683517136014,0.0,416.6683517136,0.0,-455.6841758568007,-39.01582414320069,911.3683517136014,0.0,7070.822198046399,1742,1742.0,0.0,248
248,100.0,1942.45,-789.8072550759997,0.0,374.357255076,0.0,-394.9036275379999,-20.54637246199985,789.8072550759997,0.0,7734.260292310239,1627,1627.0,0.0,249
249,100.0,2146.650000000001,-1029.8673647016012,0.0,326.2173647016,0.0,-514.9336823508006,-188.71631764920065,1029.8673647016012,0.0,8599.348878659584,1543,1543.0,0.0,250
250,100.0,1947.65,-716.9542905183994,0.0,192.3042905184,0.0,-358.4771452591997,-166.1728547407997,716.9542905183994,0.0,9201.59048269504,1523,1523.0000000000005,0.0,251
251,100.0,1631.8871805221834,-345.66592966778313,0.0,200.7787491456,0.0,-172.83296483389157,27.94578431170845,345.66592966778313,0.0,9491.949863615975,1587,1587.0000000000002,0.0,252
252,100.0,1510.3689745803986,1.5916157281026244e-12,0.0,164.6310254196,0.0,0.0,164.6310254196,-1.5916157281026244e-12,0.0,9491.949863615975,1775,1775.0000000000002,0.0,253
253,100.0,1902.2381543096003,0.0,0.0,91.7618456904,0.0,0.0,91.7618456904,0.0,0.0,9491.949863615975,2094,2094.0000000000005,0.0,254
